Study_ID,filename,variable,group_id,mean,sd,se,error_type,plot_type,software,note
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 17",0.57697994,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 18",0.989773255,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 19",0.662870316,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 20",0.559458475,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 21",0.450835241,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 22",0.363302057,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 23",3.346212918,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 24",16.37893707,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 25",14.47819047,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 26",11.66713668,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 27",9.547962712,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 28",8.183638345,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 29",8.058421878,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 30",7.346346839,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 31",4.152441965,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 32",2.738419634,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 33",2.011738042,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 34",1.52417809,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 35",0.472179516,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 36",58.8964727,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 37",11.1397386,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 38",11.66713668,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 39",7.813707377,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 40",6.697193656,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 41",7.694151161,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 42",9.696324535,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 43",9.258014511,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 44",8.310800498,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 45",6.493816316,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 46",4.625711804,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 47",3.785515249,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 48",2.347122271,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 49",2.13972097,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 50",1.980956779,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 51",32.27963174,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 52",23.71373706,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 53",20.01424841,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 54",15.16364371,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 55",12.60220177,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 56",10.31318616,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 57",13.19883848,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 58",8.058421878,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 59",7.123256309,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 60",7.123256309,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 61",3.194951617,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 62",2.868066955,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 63",1.950646494,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 64",1.596338544,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 65",0.861524946,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 66",1.052740736,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 67",2.042997603,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 68",1.621143385,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 69",1.500856898,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 70",1.326685117,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 71",1.266714003,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 72",1.172725662,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 73",0.785397086,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 74",1.137112861,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 75",1.137112861,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 76",0.380502174,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 77",1.596338544,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 78",3.244596641,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 79",4.416612383,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 80",5.919996208,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 81",5.232991147,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 82",4.996440434,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 83",4.485240286,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 84",3.670558439,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 85",13.19883848,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 86",12.79802214,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 87",11.4886198,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 88",8.571083268,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 89",8.571083268,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 90",8.571083268,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 91",8.058421878,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 92",12.03253526,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 93",16.89190271,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 94",28.97701005,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 95",28.97701005,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 96",20.01424841,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 97",21.28751662,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 98",23.71373706,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 99",22.29534955,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 100",33.80787369,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 101",16.89190271,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 102",15.88154894,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 103",19.40646479,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 104",12.60220177,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 105",13.61220784,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 106",9.258014511,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 107",8.310800498,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 108",5.152922034,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 109",4.349034543,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 110",5.074078045,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 111",4.152441965,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 112",1.020771583,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 113",0.822580806,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 114",1.862469999,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 115",7.935121327,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 116",8.439938572,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 117",9.547962712,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,PFDoDA,"PFDoDA, species 118",0.959716269,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 1",0.876086354,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 2",1.204300507,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 3",1.310700417,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 4",1.381260566,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 5",1.474772823,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 6",1.457169933,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 7",1.31155233,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 8",1.579528344,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 9",1.787315749,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 10",2.388716452,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 11",1.723531276,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 12",1.737181689,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 13",1.877351014,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 14",2.007485603,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 15",2.008119585,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 16",1.981631049,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 17",2.154579195,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 18",2.225238403,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 19",2.274312526,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 20",2.336551669,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 21",2.345566093,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 22",2.279136729,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 23",2.215580093,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 24",2.325506525,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 25",2.414343169,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 26",2.303535107,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 27",2.352480452,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 28",2.339265902,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 29",2.370340897,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 30",2.543477256,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 31",2.534968037,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 32",2.495294669,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 33",2.45555196,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 34",2.513422575,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 35",2.638435783,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 36",2.506636993,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 37",2.654156541,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 38",2.702943391,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 39",2.618881419,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 40",2.729927224,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 41",2.75202742,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 42",2.814009008,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 43",2.845103814,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 44",2.871800375,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 45",2.903023959,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 46",2.881052541,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 47",2.703666526,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 48",2.810482486,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 49",2.735098135,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 50",2.748461274,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 51",2.804360603,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 52",2.840061681,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 53",2.817981298,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 54",2.93354422,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 55",2.96916605,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 56",3.000359917,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 57",2.858189587,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 58",3.022707761,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 59",2.98728405,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 60",2.969532571,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 61",2.907917503,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 62",2.925738324,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 63",2.846104316,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 64",2.881736052,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 65",2.820002113,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 66",2.944133691,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 67",2.979210693,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 68",2.979359283,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 69",3.02822538,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 70",3.068245456,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 71",3.023896476,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 72",3.010632396,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 73",3.024203561,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 74",3.112723214,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 75",3.165977652,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 76",3.264314111,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 77",3.334398774,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 78",3.08098452,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 79",3.089662141,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 80",3.120539016,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
S_047,Heimstad_2024,TL,"PFDoDA, species 81",3.156121223,NA,NA,NA,Scatter plot,Webplot Digitiser,Raw data extracted from Figure S10
