Initial_check,Initials_data_extraction,TMS_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMS_666,FW_074,S_036,PFUnDA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.59,1.56,1.62,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_667,FW_074,S_036,PFDoDA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.25,1.22,1.28,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_668,FW_074,S_036,PFTrDA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.24,1.19,1.28,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_669,FW_074,S_036,PFTeDA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.2,1.14,1.26,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_670,FW_074,S_036,PFHxS,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,0.6,0.41,0.86,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_671,FW_074,S_036,PFHpS,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,2.72,2.09,3.54,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_672,FW_074,S_036,PFOS,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.86,1.82,1.89,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_673,FW_074,S_036,PFDS,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.28,1.24,1.32,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_674,FW_074,S_036,FBSA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.14,0.85,1.52,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_675,FW_074,S_036,FOSA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,3.02,1.97,4.63,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_676,FW_074,S_036,NEtFOSAA,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,0.27,0.18,0.41,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_677,FW_074,S_036,PFECHS,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,1.4,1.04,1.88,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_678,FW_074,S_036,6:2 diPAP,whole-organisms only,na,no,na,Linear regression,GLMM/LMEC,protein equivalent corrected concentrations (pw),na,models accounting for values below the limit,"""Different regression approaches were tested, representing models previously used in TMF literature: parametric linear regression on all datapoints or on geomeans per taxa (balanced method) (Li et al. 2021; Madgett et al. 2021), nonparametric linear regression and nonparametric linear regression accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019), and generalized linear mixed-effect model also accounting for <LOD data (Munoz et al. 2017; Simonnet-Laprade et al. 2019).""",10^slope,0.05,0.02,0.1,na,na,na,na,na,na,na,95,,,na,na,na,na,na,Data extracted from Table S14. SE calculated from 95% CIs.
,LR,TMS_679,FW_075,S_037,PFOA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.4,1.3,3.6,na,0.89,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_680,FW_075,S_037,PFNA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.5,1.4,3.7,na,0.93,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_681,FW_075,S_037,PFDA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.9,1.6,4,na,1.1,na,na,na,na,na,99,,,na,na,0.024,0.024,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_682,FW_075,S_037,PFUnDA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,3.2,2.4,4.8,na,1.2,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_683,FW_075,S_037,PFDoDA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,3.5,2.6,4.9,na,1.2,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_684,FW_075,S_037,PFOS,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.8,1.7,3.8,na,1,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_685,FW_075,S_037,6:2 Cl-PFESA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.9,1.9,4.1,na,1.1,na,na,na,na,na,99,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_686,FW_076,S_037,PFOA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,1.9,0.94,3,na,0.66,na,na,na,na,na,77,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_687,FW_076,S_037,PFNA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.3,1.1,3.5,na,0.85,na,na,na,na,na,77,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_688,FW_076,S_037,PFDA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.3,1.3,3.5,na,0.85,na,na,na,na,na,77,,,na,na,< 0.05,0.05,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_689,FW_076,S_037,PFUnDA,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.8,1.5,4.1,na,1,na,na,na,na,na,77,,,na,na,< 0.05,0.05,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_690,FW_076,S_037,PFOS,whole-organisms only,"""Fish samples (whole body) were crushed and freeze-dried at -50 oC for 48 h.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,2.9,1.9,3.8,na,1.1,na,na,na,na,na,77,,,na,na,< 0.01,0.01,na,Data extracted from Table S12. SE calculated from 95% CIs.
,LR,TMS_691,FW_077,S_038,PFOA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.8184,0.52,0.99,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_692,FW_077,S_038,PFNA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7651,0.308,1.128,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_693,FW_077,S_038,PFDA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7037,0.308,1.015,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_694,FW_077,S_038,PFUnDA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7368,0.151,1.034,na,na,na,177,,,na,na,0.031,0.031,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_695,FW_077,S_038,PFDoDA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.6186,0.428,0.733,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_696,FW_077,S_038,PFHxS,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7146,0.014,1.268,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_697,FW_077,S_038,PFOS,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7839,0.454,1.034,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_698,FW_077,S_038,6:2 Cl-PFESA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.8399,0.616,0.968,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_699,FW_077,S_038,8:2 Cl-PFESA,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.7588,0.517,0.911,na,na,na,177,,,na,na,< 0.01,0.01,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_700,FW_077,S_038,PFNOBS,whole-organisms only,"""The whole body of fish, or all soft tissues of crab and snail, was freeze-dried, homogenized, and then treated with alkaline digestion (KOH), followed by purification through solid phase extraction.""",no,na,Linear regression,na,wet weight concentrations (ww),na,the limit value divided by the square root of two,na,e^slope,na,na,na,na,0.5953,0.349,0.723,na,na,na,177,,,na,na,0.026,0.026,na,Data extracted from Table S7. SE calculated from 95% CIs.
,LR,TMS_701,FW_078,S_039,PFHxA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.965,na,na,na,na,na,54,,,na,na,0.004,0.004,na,Data extracted from Table 1.
,LR,TMS_702,FW_078,S_039,PFNA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.921,na,na,na,na,na,58,,,na,na,0.009,0.009,na,Data extracted from Table 1.
,LR,TMS_703,FW_078,S_039,PFDA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.44,na,na,na,na,na,62,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_704,FW_078,S_039,PFUnDA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.637,na,na,na,na,na,62,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_705,FW_078,S_039,PFDoDA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.516,na,na,na,na,na,62,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_706,FW_078,S_039,PFHpS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.01,na,na,na,na,na,57,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_707,FW_078,S_039,3m-PFOS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.11,na,na,na,na,na,46,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_708,FW_078,S_039,4m-PFOS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.25,na,na,na,na,na,46,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_709,FW_078,S_039,5m-PFOS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.43,na,na,na,na,na,46,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_710,FW_078,S_039,iso-PFOS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.44,na,na,na,na,na,46,,,na,na,0.022,0.022,na,Data extracted from Table 1.
,LR,TMS_711,FW_078,S_039,PFOS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.59,na,na,na,na,na,62,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_712,FW_078,S_039,PFNS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.33,na,na,na,na,na,25,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_713,FW_078,S_039,6:2 Cl-PFESA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.73,na,na,na,na,na,49,,,na,na,0.003,,na,Data extracted from Table 1.
,LR,TMS_714,FW_078,S_039,8:2 Cl-PFESA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.86,na,na,na,na,na,54,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_715,FW_078,S_039,6:2 H-PFESA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.19,na,na,na,na,na,59,,,na,na,0.032,0.032,na,Data extracted from Table 1.
,LR,TMS_716,FW_078,S_039,8:2 H-PFESA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.41,na,na,na,na,na,25,,,na,na,0.031,0.031,na,Data extracted from Table 1.
,LR,TMS_717,FW_078,S_039,cis-PFECHS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.653,na,na,na,na,na,26,,,na,na,0.005,0.005,na,Data extracted from Table 1.
,LR,TMS_718,FW_078,S_039,trans-PFECHS,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,0.813,na,na,na,na,na,26,,,na,na,0.011,0.011,na,Data extracted from Table 1.
,LR,TMS_719,FW_078,S_039,8:2 FTSA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.08,na,na,na,na,na,38,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_720,FW_078,S_039,10:2 FTSA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.42,na,na,na,na,na,32,,,na,na,0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_721,FW_078,S_039,FHpPA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.76,na,na,na,na,na,61,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_722,FW_078,S_039,NEtFOSAA,whole-organisms only,"""The trophic magnification factor (TMF) was used to interpret the biomagnification potential, noting that wholebody samples of crustaceans and fishes were used for the TMF calculation.""",no,na,Linear regression,na,wet weight concentrations (ww),na,na,na,e^slope,na,na,na,na,1.07,na,na,na,na,na,34,,,na,na,<0.001,0.001,na,Data extracted from Table 1.
,LR,TMS_723,FW_079,S_040,PFUnDA,specific tissues and whole-organisms,"""The comparison between the concentration measured in a tissue sample (the petrel plasma) and the concentration in whole body (the stomach content) can overestimate the BMF because the studied tissues are usually those with the highest affinity for the substance of interest; although the estimation of a whole-body concentration becomes difficult for animals in the top tiers of the food web for both practical and ethical reasons (Borgå et al., 2011; Franklin, 2016).""",no,na,Linear regression,na,wet weight concentrations (ww),na,exclusion of adata,na,10^slope,3.7,na,na,1.12,0.56,na,na,na,na,na,80,,,na,na,<0.001,0.001,na,Data extracted from Figure 9 and text.
,LR,TMS_724,FW_080,S_040,PFOS,specific tissues and whole-organisms,"""The comparison between the concentration measured in a tissue sample (the petrel plasma) and the concentration in whole body (the stomach content) can overestimate the BMF because the studied tissues are usually those with the highest affinity for the substance of interest; although the estimation of a whole-body concentration becomes difficult for animals in the top tiers of the food web for both practical and ethical reasons (Borgå et al., 2011; Franklin, 2016).""",no,na,Linear regression,na,wet weight concentrations (ww),na,exclusion of adata,na,10^slope,3.2,na,na,1.1,na,na,na,na,na,na,74,,,na,na,<0.001,0.001,na,Data extracted from Figure 9.
