Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_536,FW_063,S_032,PFTeDA,specific tissues and whole-organisms,"""Our study used a mixture of whole body and muscle tissues for PFAS analysis (SI Table 5) based on availability of samples for retrospective analysis.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,0.77,na,na,na,-0.26,na,na,na,na,na,340,,,na,na,0.051,0.35,na,Data extracted from Table 3
,LR,TMF_537,FW_063,S_032,PFOS,specific tissues and whole-organisms,"""Our study used a mixture of whole body and muscle tissues for PFAS analysis (SI Table 5) based on availability of samples for retrospective analysis.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,1.4,na,na,na,0.36,na,na,na,na,na,340,,,na,na,0.02,0.35,na,Data extracted from Table 3
,LR,TMF_538,FW_063,S_032,FOSA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,3.4,na,na,na,1.2,na,na,na,na,na,340,,,na,na,<0.001,0.001,na,Data extracted from Table 3
,LR,TMF_539,FW_063,S_032,PFNA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,0.94,na,na,na,-0.061,na,na,na,na,na,340,,,na,na,0.71,0.71,na,Data extracted from Table 3
,LR,TMF_540,FW_063,S_032,PFDA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,2.3,na,na,na,0.81,na,na,na,na,na,340,,,na,na,<0.001,0.001,na,Data extracted from Table 3
,LR,TMF_541,FW_063,S_032,PFUnDA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,1.3,na,na,na,0.29,na,na,na,na,na,340,,,na,na,0.03,0.03,na,Data extracted from Table 3
,LR,TMF_542,FW_063,S_032,PFDoDa,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,1.3,na,na,na,0.24,na,na,na,na,na,340,,,na,na,0.093,0.093,na,Data extracted from Table 3
,LR,TMF_543,FW_063,S_032,PFTrDA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,0.83,na,na,na,-0.18,na,na,na,na,na,340,,,na,na,0.18,0.18,na,Data extracted from Table 3
,LR,TMF_544,FW_063,S_032,PFTeDA,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,0.72,na,na,na,-0.33,na,na,na,na,na,340,,,na,na,0.046,0.046,na,Data extracted from Table 3
,LR,TMF_545,FW_063,S_032,PFOS,specific tissues,"""dataset limited to a “muscle-only” food web as this was the predominant tissue analyzed and due to a lack of data on muscle to whole body conversion factors for the specific organisms analyzed.""",no,na,Linear regression,Maximum Likelihood Estimation (MLE),na,na,censored,not provided,,e^slope,2,na,na,na,0.68,na,na,na,na,na,340,,,na,na,0.042,0.042,na,Data extracted from Table 3
,LR,TMF_546,FW_064,S_033,PFBA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.17,na,na,na,na,na,41,,,na,na,0.62,0.62,na,Data extracted from Table S6.
,LR,TMF_547,FW_064,S_033,PFPeA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.13,na,na,na,na,na,41,,,na,na,0.69,0.69,na,Data extracted from Table S6.
,LR,TMF_548,FW_064,S_033,PFHxA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.07,na,na,na,na,na,41,,,na,na,0.84,0.84,na,Data extracted from Table S6.
,LR,TMF_549,FW_064,S_033,PFHpA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.26,na,na,na,na,na,41,,,na,na,0.65,0.65,na,Data extracted from Table S6.
,LR,TMF_550,FW_064,S_033,PFOA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.02,na,na,na,na,na,41,,,na,na,0.91,0.91,na,Data extracted from Table S6.
,LR,TMF_551,FW_064,S_033,PFNA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.36,0.3,1.41,na,0.86,na,na,na,na,na,41,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_552,FW_064,S_033,PFDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.61,0.39,1.54,na,0.96,na,na,na,na,na,41,,,na,na,0,0,na,Data extracted from Table S6.
,LR,TMF_553,FW_064,S_033,PFUnDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.75,na,na,na,na,na,41,,,na,na,0.09,0.09,na,Data extracted from Table S6.
,LR,TMF_554,FW_064,S_033,PFDoDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.73,na,na,na,na,na,41,,,na,na,0.06,0.06,na,Data extracted from Table S6.
,LR,TMF_555,FW_064,S_033,PFBS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.3,na,na,na,na,na,41,,,na,na,0.57,0.57,na,Data extracted from Table S6.
,LR,TMF_556,FW_064,S_033,PFHxS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.37,na,na,na,na,na,41,,,na,na,0.25,0.25,na,Data extracted from Table S6.
,LR,TMF_557,FW_064,S_033,PFOS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,3.29,0.49,1.89,na,1.19,na,na,na,na,na,41,,,na,na,0,0,na,Data extracted from Table S6.
,LR,TMF_558,FW_064,S_033,PFDS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.24,na,na,na,na,na,41,,,na,na,0.46,0.46,na,Data extracted from Table S6.
,LR,TMF_559,FW_064,S_033,F53B,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.51,0.26,1.58,na,0.92,na,na,na,na,na,41,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_560,FW_065,S_033,PFBA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.09,na,na,na,na,na,28,,,na,na,0.8,0.8,na,Data extracted from Table S6.
,LR,TMF_561,FW_065,S_033,PFPeA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.2,na,na,na,na,na,28,,,na,na,0.7,0.7,na,Data extracted from Table S6.
,LR,TMF_562,FW_065,S_033,PFHxA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.17,na,na,na,na,na,28,,,na,na,0.84,0.84,na,Data extracted from Table S6.
,LR,TMF_563,FW_065,S_033,PFHpA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.09,na,na,na,na,na,28,,,na,na,0.91,0.91,na,Data extracted from Table S6.
,LR,TMF_564,FW_065,S_033,PFOA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.04,na,na,na,na,na,28,,,na,na,0.96,0.96,na,Data extracted from Table S6.
,LR,TMF_565,FW_065,S_033,PFNA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,1.43,0.07,0.64,na,0.36,na,na,na,na,na,28,,,na,na,0.02,0.02,na,Data extracted from Table S6.
,LR,TMF_566,FW_065,S_033,PFDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,1.48,0.01,0.77,na,0.39,na,na,na,na,na,28,,,na,na,0.05,0.05,na,Data extracted from Table S6.
,LR,TMF_567,FW_065,S_033,PFUnDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.23,na,na,na,na,na,28,,,na,na,0.13,0.13,na,Data extracted from Table S6.
,LR,TMF_568,FW_065,S_033,PFDoDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.25,na,na,na,na,na,28,,,na,na,0.27,0.27,na,Data extracted from Table S6.
,LR,TMF_569,FW_065,S_033,PFBS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.05,na,na,na,na,na,28,,,na,na,0.98,0.98,na,Data extracted from Table S6.
,LR,TMF_570,FW_065,S_033,PFHxS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.1,na,na,na,na,na,28,,,na,na,0.82,0.82,na,Data extracted from Table S6.
,LR,TMF_571,FW_065,S_033,PFOS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.47,na,na,na,na,na,28,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_572,FW_065,S_033,PFDS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.15,na,na,na,na,na,28,,,na,na,0.88,0.88,na,Data extracted from Table S6.
,LR,TMF_573,FW_065,S_033,F53B,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.33,na,na,na,na,na,28,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_574,FW_066,S_033,PFBA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.25,na,na,na,na,na,41,,,na,na,0.46,0.01,na,Data extracted from Table S6.
,LR,TMF_575,FW_066,S_033,PFPeA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.1,na,na,na,na,na,41,,,na,na,0.8,0.01,na,Data extracted from Table S6.
,LR,TMF_576,FW_066,S_033,PFHxA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.04,na,na,na,na,na,41,,,na,na,0.94,0.01,na,Data extracted from Table S6.
,LR,TMF_577,FW_066,S_033,PFHpA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.24,na,na,na,na,na,41,,,na,na,0.79,0.01,na,Data extracted from Table S6.
,LR,TMF_578,FW_066,S_033,PFOA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.01,na,na,na,na,na,41,,,na,na,0.97,0.01,na,Data extracted from Table S6.
,LR,TMF_579,FW_066,S_033,PFNA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.03,0.2,1.22,na,0.71,na,na,na,na,na,41,,,na,na,0.02,0.01,na,Data extracted from Table S6.
,LR,TMF_580,FW_066,S_033,PFDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.41,0.36,1.41,na,0.88,na,na,na,na,na,41,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_581,FW_066,S_033,PFUnDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.56,na,na,na,na,na,41,,,na,na,0.12,0.01,na,Data extracted from Table S6.
,LR,TMF_582,FW_066,S_033,PFDoDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.49,na,na,na,na,na,41,,,na,na,0.23,0.01,na,Data extracted from Table S6.
,LR,TMF_583,FW_066,S_033,PFBS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.05,na,na,na,na,na,41,,,na,na,0.93,0.01,na,Data extracted from Table S6.
,LR,TMF_584,FW_066,S_033,PFHxS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.25,na,na,na,na,na,41,,,na,na,0.57,0.01,na,Data extracted from Table S6.
,LR,TMF_585,FW_066,S_033,PFOS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,2.83,0.06,2.02,na,1.04,na,na,na,na,na,41,,,na,na,0.04,0.01,na,Data extracted from Table S6.
,LR,TMF_586,FW_066,S_033,PFDS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.19,na,na,na,na,na,41,,,na,na,0.7,0.01,na,Data extracted from Table S6.
,LR,TMF_587,FW_066,S_033,F53B,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.89,na,na,na,na,na,41,,,na,na,0.05,0.01,na,Data extracted from Table S6.
,LR,TMF_588,FW_067,S_033,PFBA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.06,na,na,na,na,na,28,,,na,na,0.89,0.89,na,Data extracted from Table S6.
,LR,TMF_589,FW_067,S_033,PFPeA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.15,na,na,na,na,na,28,,,na,na,0.8,0.8,na,Data extracted from Table S6.
,LR,TMF_590,FW_067,S_033,PFHxA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.37,na,na,na,na,na,28,,,na,na,0.68,0.68,na,Data extracted from Table S6.
,LR,TMF_591,FW_067,S_033,PFHpA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.01,na,na,na,na,na,28,,,na,na,0.99,0.99,na,Data extracted from Table S6.
,LR,TMF_592,FW_067,S_033,PFOA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.17,na,na,na,na,na,28,,,na,na,0.8,0.8,na,Data extracted from Table S6.
,LR,TMF_593,FW_067,S_033,PFNA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,1.38,0.01,0.64,na,0.32,na,na,na,na,na,28,,,na,na,0.05,0.05,na,Data extracted from Table S6.
,LR,TMF_594,FW_067,S_033,PFDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.35,na,na,na,na,na,28,,,na,na,0.09,0.09,na,Data extracted from Table S6.
,LR,TMF_595,FW_067,S_033,PFUnDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.21,na,na,na,na,na,28,,,na,na,0.2,0.2,na,Data extracted from Table S6.
,LR,TMF_596,FW_067,S_033,PFDoDA,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.28,na,na,na,na,na,28,,,na,na,0.28,0.28,na,Data extracted from Table S6.
,LR,TMF_597,FW_067,S_033,PFBS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.5,na,na,na,na,na,28,,,na,na,0.75,0.75,na,Data extracted from Table S6.
,LR,TMF_598,FW_067,S_033,PFHxS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.25,na,na,na,na,na,28,,,na,na,0.56,0.56,na,Data extracted from Table S6.
,LR,TMF_599,FW_067,S_033,PFOS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.41,na,na,na,na,na,28,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_600,FW_067,S_033,PFDS,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,-0.03,na,na,na,na,na,28,,,na,na,0.98,0.98,na,Data extracted from Table S6.
,LR,TMF_601,FW_067,S_033,F53B,specific tissues,"Only fish, muscle.",no,na,Linear regression,na,wet weight concentrations (ww),"""The regressions between trophic levels and the wet weight concentrations of PFASs in the collected fish samples (including/excluding different species) from BMA and NBMA are presented in Fig. 4 and Table S6.""",not provided,not provided,,e^slope,na,na,na,na,0.29,na,na,na,na,na,28,,,na,na,0.01,0.01,na,Data extracted from Table S6.
,LR,TMF_602,FW_068,S_034,l-PFOS,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,dry weight concentrations (dw),na,not provided,the limit value divided by two,,e^slope,3,1.8,4.8,na,na,na,na,na,na,na,15,,,na,na,0.0003,0.0003,na,Data extracted from Table 2.
